Number,Surname,GivenName,TelephoneNumber,Birthday
2331,Labrecque,Rémy,01.23.21.75.66,12/9/1968
2332,Jetté,Hugh,05.54.92.14.38,7/6/1981
2333,Laframboise,Byron,05.38.15.72.97,4/19/1954
2334,Lussier,Laurette,05.27.08.32.32,11/9/1944
2335,Allain,Viollette,04.04.71.82.18,4/23/1939
2336,Riquier,Christien,01.42.60.12.81,7/29/1957
2337,Aupry,Blanche,05.04.17.71.41,10/23/1996
2338,Bonneville,Mandel,04.96.52.08.70,5/25/1971
2339,Trottier,Henry,04.84.09.81.88,10/13/1965
2340,Benoit,Gaetane,01.93.80.80.68,11/24/1956
2341,Garcia,France,05.43.64.03.52,11/15/1946
2342,Pellerin,Alacoque,01.23.95.09.42,12/27/1965
2343,L'Anglais,Magnolia,04.90.10.23.92,5/1/1985
2344,Meunier,Fusberta,01.93.82.97.93,12/22/1966
2345,Soucy,Damiane,04.14.89.48.25,5/29/1970
2346,Sicard,Mireille,01.78.80.58.65,4/29/1996
2347,Richard,Tabor,01.05.74.08.64,3/21/1963
2348,Gabriaux,Adélaïde,01.98.25.12.14,7/7/2001
2349,Grignon,Kerman,04.68.75.07.20,2/17/2003
2350,Racine,Delphine,04.44.94.01.74,6/5/1993
2351,Paré,Royce,05.89.28.54.14,7/24/1983
2352,Covillon,Edmee,02.59.35.01.08,11/29/1985
2353,Cadieux,Georges,02.18.32.52.26,11/27/1988
2354,Lacombe,Xarles,03.77.13.92.34,7/28/1992
2355,Mailhot,Paige,02.91.88.78.04,10/31/1994
2356,Moreau,Iven,03.35.10.34.88,7/28/1971
2357,Bourdette,Auda,01.06.50.65.06,9/3/1973
2358,Tremblay,Christophe,03.35.51.39.27,1/21/1988
2359,Bertrand,Françoise,04.64.10.03.32,8/31/1987
2360,Devost,Jérôme,05.66.26.12.04,8/15/1948
2361,Josseaume,Paulette,01.39.85.57.61,8/17/1943
2362,"De La Vergne",Frontino,01.69.45.17.07,5/8/1983
2363,Marcoux,Alacoque,01.27.53.91.78,8/18/1990
2364,Vernadeau,Afrodille,03.64.31.27.15,12/15/1993
2365,St-Jacques,Fabrice,01.00.37.85.96,10/21/1950
2366,Belisle,Mallory,04.81.79.49.73,2/19/1950
2367,Avare,Logistilla,03.44.34.78.78,3/9/1973
2368,Trépanier,Amaury,05.49.60.73.94,6/12/1976
2369,Rouze,Hugh,05.68.75.57.79,6/12/1957
2370,Breton,Christabel,05.28.33.28.65,6/26/1966
2371,Labonté,Anastasie,02.94.13.81.49,4/28/1944
2372,Gendron,Mason,01.12.23.89.75,6/28/1959
2373,Thibodeau,Alphonse,05.02.05.39.43,10/13/1972
2374,Margand,Annot,03.86.00.89.46,1/5/1965
2375,Brunault,Élodie,02.85.97.72.20,6/23/1989
2376,Berthelette,Tempeste,02.36.33.99.82,1/1/1962
2377,Pinneau,Ninette,01.23.05.15.67,5/2/1975
2378,Bossé,Royce,05.27.11.66.10,11/13/1980
2379,Migneault,Voleta,02.85.46.92.53,9/28/1954
2380,Josseaume,Henry,02.01.00.30.90,11/28/1962
2381,Brasseur,Carolos,03.31.52.15.71,5/5/1963
2382,Masson,Fusberta,01.35.90.36.39,5/23/1993
2383,Austin,Kari,02.69.60.80.17,6/17/1987
2384,Lalonde,André,04.20.40.14.54,5/25/1993
2385,Labossière,Matthieu,01.89.26.93.13,4/19/1962
2386,Labelle,Patrice,02.63.62.94.29,10/30/1996
2387,Moreau,Philippe,01.97.26.93.18,6/2/1945
2388,Jalbert,Pinabel,03.95.41.04.86,3/21/1992
2389,Plouffe,Xavier,01.95.36.25.54,12/20/1994
2390,Hughes,Henry,04.13.84.22.98,5/24/1960
2391,Pouchard,Falerina,05.54.92.82.26,7/10/1971
2392,Collin,Armina,03.82.14.55.61,7/9/1948
2393,Raymond,Théodore,01.52.81.66.73,4/11/1977
2394,Sicard,Mayhew,05.76.45.57.22,8/30/1981
2395,Potvin,Théophile,04.46.76.44.04,3/20/1974
2396,Adler,Turner,05.91.30.66.01,10/17/1977
2397,Lanctot,Geoffrey,02.43.81.55.58,3/26/1967
2398,Sorel,Amabella,03.82.64.49.98,7/8/1952
2399,Robert,Davet,01.87.05.06.79,5/13/1979
2400,Adler,Kari,01.41.90.52.21,6/2/1976
2401,Desjardins,Élisabeth,04.65.28.02.76,8/19/1954
2402,Loiseau,Aubrey,04.32.98.39.03,4/22/2001
2403,Devoe,Delmar,02.62.51.47.16,1/17/1973
2404,Bisson,Océane,05.00.52.00.34,6/18/1957
2405,Labrosse,Loring,05.97.43.79.34,2/4/1963
2406,Bouchard,Honoré,01.42.05.12.55,9/25/1962
2407,Demers,Millicent,04.63.38.32.92,11/13/1944
2408,Goguen,William,04.07.86.99.51,1/2/1959
2409,Arnoux,Amorette,01.55.77.64.22,2/6/1999
2410,Dupéré,Karel,03.24.37.89.26,4/1/2005
2411,Lamoureux,Peppin,04.76.12.00.38,8/13/1951
2412,Gosselin,Virginie,04.30.02.59.49,10/12/1971
2413,Casgrain,Didier,03.32.14.79.47,11/3/1956
2414,LeBatelier,Hugues,04.65.32.66.61,2/19/1979
2415,Gagnon,Gaetane,05.49.37.72.73,12/4/2003
2416,David,Avril,03.12.12.38.53,3/20/1996
2417,Migneault,Théodore,02.89.77.91.68,4/14/2005
2418,Parmentier,Trinette,04.75.35.47.18,8/31/1991
2419,Bérubé,Joséphine,01.94.97.19.17,10/21/1947
2420,Chevrette,Hugues,04.38.68.81.29,1/15/2001
2421,Couture,Yvon,04.96.26.55.93,6/22/1979
2422,Sacré,Olympia,04.97.92.07.79,8/22/1964
2423,Daigneault,Serge,04.20.66.45.43,10/6/1971
2424,Dubé,Pénélope,01.83.70.54.95,5/14/1945
2425,Belisle,Perrin,02.86.95.66.52,4/2/2002
2426,Guimond,Joy,02.76.30.52.07,10/26/1989
2427,Gaudreau,Hedvige,03.90.08.68.97,1/20/1989
2428,Marseau,Prunella,03.58.65.26.54,7/9/1960
2429,Gosselin,Ermengardi,02.67.43.44.66,1/31/1993
2430,Bonenfant,Charlotte,04.61.30.38.20,5/30/1949
2431,Lamy,Denis,04.84.32.47.48,9/4/1995
2432,Bisaillon,Andrée,04.00.88.05.01,8/31/1960
2433,Sauvé,Patience,04.81.91.15.52,1/7/1944
2434,Brasseur,Fanchon,01.14.81.97.85,10/22/1995
2435,Poulin,Auriville,04.20.70.01.01,4/15/1957
2436,Lajeunesse,Hilaire,05.41.49.47.78,5/25/1964
2437,Roy,Wyatt,02.87.10.95.65,10/2/1994
2438,Busson,Jules,03.13.11.02.88,2/23/1975
2439,Grandpré,Patrice,03.36.55.11.89,8/15/1943
2440,Despins,Saville,05.26.32.93.02,7/2/1982
2441,Fremont,Jules,05.76.71.87.33,6/27/1952
2442,Beaulieu,Dominique,04.92.75.07.16,5/19/1961
2443,Nadeau,Alain,04.95.90.69.76,10/23/1994
2444,Brousseau,Azura,02.22.20.39.09,9/22/1989
2445,Daoust,Prunella,04.77.82.28.95,6/1/1995
2446,Blondlot,Josephe,03.81.69.31.48,6/11/1992
2447,Leblanc,Thérèse,02.31.78.42.59,7/4/1978
2448,Garreau,Kari,01.73.32.94.81,3/23/1949
2449,Croteau,Alaine,04.10.47.38.61,3/19/1987
2450,Neufville,Musette,05.93.98.66.66,1/7/1976
2451,Desilets,Sennet,02.18.78.77.52,12/23/1969
2452,Laboissonnière,Christian,02.49.27.14.01,8/12/1962
2453,Bolduc,Alice,01.06.49.28.32,5/12/1951
2454,Blanc,Solaine,02.49.54.27.39,7/21/1985
2455,Hachée,Isaac,04.53.63.78.82,8/13/1962
2456,Deserres,Simone,05.02.85.12.91,1/31/1973
2457,Charrette,Charline,03.87.52.52.19,12/20/1989
2458,Rochon,Calandre,01.25.13.86.72,3/17/1951
2459,D'Aubigné,Ganelon,04.91.12.72.69,4/11/1966
2460,Artois,Villette,04.22.94.17.82,7/19/1938
2461,Tanguay,Peppin,04.21.50.90.31,8/27/1942
2462,Poissonnier,Norris,01.49.92.76.30,5/21/1963
2463,Camus,Nadine,03.99.75.91.01,2/20/1950
2464,Thibault,Arienne,03.78.35.68.10,12/9/1970
2465,Guernon,Bevis,04.45.38.66.62,2/29/1956
2466,Laboissonnière,Gabrielle,04.28.53.79.38,3/16/1947
2467,Chaussée,Fayette,05.86.20.26.82,8/28/1980
2468,Lang,Faye,01.82.41.71.30,10/6/1947
2469,Bertrand,Bernard,03.44.28.41.14,5/28/1964
2470,Lejeune,Adélaïde,04.72.73.46.23,11/18/1956
2471,Mireault,Loyal,05.05.20.93.07,10/18/1983
2472,Mouet,Ormazd,04.49.21.38.58,3/14/1939
2473,Pirouet,Charlot,01.24.89.39.18,4/14/1940
2474,"De La Ronde",Stéphane,01.88.92.23.26,8/28/1938
2475,Coulombe,Christophe,05.59.97.00.16,8/16/1944
2476,Bouvier,Vedette,01.63.54.68.41,4/2/1975
2477,Sirois,Latimer,05.15.68.23.28,9/6/1988
2478,Poulin,Dexter,04.61.39.85.64,6/25/1945
2479,Rouze,Nicolas,04.92.18.64.64,6/17/1946
2480,Salois,Esmeraude,03.93.22.98.39,10/2/1964
2481,Abril,Roland,04.76.47.10.02,6/14/1980
2482,Lacasse,Clothilde,02.50.61.08.10,7/22/1960
2483,Picard,Gifford,04.40.39.38.71,12/19/1986
2484,Houde,Blanchefle,01.91.40.41.82,1/28/1962
2485,Gilbert,Hamilton,01.75.17.80.81,10/9/1962
2486,Lamy,Alita,04.99.05.66.40,12/31/1977
2487,Paulet,Scoville,04.46.27.18.86,11/12/1961
2488,Lamare,Voleta,01.44.95.60.50,6/13/1999
2489,Lamour,Davet,04.96.96.83.41,4/29/1951
2490,Gaulin,Emmanuelle,02.05.69.03.05,6/5/1949
2491,Marquis,Melville,01.61.40.54.48,6/4/1956
2492,Margand,Turner,01.42.59.58.97,1/15/1949
2493,L'Hiver,Satordi,05.72.24.89.78,2/26/1970
2494,Hervé,Alita,01.40.24.78.75,10/10/1951
2495,Arsenault,Patrice,02.79.83.75.58,4/23/1981
2496,Sabourin,Mallory,01.90.39.91.11,6/24/1950
2497,Roux,Carole,01.20.33.51.70,10/25/2000
2498,Routhier,Raoul,01.82.64.57.77,12/15/2003
2499,Hachée,Merci,05.53.75.95.35,8/4/1977
2500,Francoeur,Emmanuelle,03.83.27.53.30,2/3/2005
2501,Thériault,Javier,01.38.41.07.82,4/10/1944
2502,Beaudry,Fortun,03.07.11.95.74,7/18/1997
2503,Margand,Varden,04.91.64.19.37,10/1/1983
2504,L'Anglais,Florismart,01.38.32.79.48,5/26/1958
2505,Lafrenière,Aymon,04.31.16.11.54,9/18/1993
2506,Audibert,Adrien,01.97.64.19.97,8/29/2001
2507,Daviau,Éléonore,01.39.76.89.15,6/9/1975
2508,Moreau,Albertine,05.94.19.11.26,2/29/1984
2509,Rouleau,Harbin,04.01.28.79.34,11/7/1990
2510,Parmentier,Dominique,01.82.41.93.37,4/7/1970
2511,Flamand,Roxanne,01.47.30.03.25,6/13/1982
2512,Paulet,Victoire,05.53.92.27.89,4/10/1953
2513,Desnoyer,Laurette,01.45.97.84.45,7/9/1941
2514,Bouvier,Apolline,04.84.71.31.23,8/30/2003
2515,Brault,Gabrielle,01.97.42.67.95,12/10/1944
2516,Neufville,Cloridan,03.45.11.07.08,4/8/1946
2517,Chenard,Namo,04.86.57.16.10,2/19/1999
2518,Laux,Mayhew,01.25.65.79.54,5/28/1977
2519,Martel,Azura,05.36.04.44.88,2/13/1981
2520,Barjavel,Amarante,03.18.92.06.14,11/18/1969
2521,Dubé,Prewitt,01.88.75.04.10,1/31/1991
2522,Desforges,Fitz,05.63.92.52.74,8/2/1995
2523,Busque,Villette,04.32.64.97.31,6/10/1987
2524,Briard,Brice,01.69.63.86.04,10/7/1997
2525,Daigle,Louise,01.99.00.79.37,9/22/1998
2526,Bussière,Alfred,01.01.60.79.08,11/28/2003
2527,Piedalue,Melodie,03.47.69.37.99,6/15/1975
2528,Grandpré,Eliot,02.20.29.38.09,4/9/1961
2529,Royer,Heloise,03.97.00.78.41,11/4/1992
2530,Harquin,Travers,01.02.97.05.38,1/24/1992
2531,Bisaillon,Philippine,01.47.08.11.37,2/8/2002
2532,Roussel,Jean,03.11.47.41.58,3/12/1992
2533,Loiselle,Madeleine,01.11.73.43.15,1/18/1967
2534,"de Brisay",Adèle,01.35.40.25.68,11/29/1992
2535,Galarneau,Pomeroy,05.10.03.43.15,5/28/2001
2536,Dastous,Roch,04.67.98.39.23,8/12/1962
2537,Lalonde,Arno,02.59.58.32.93,8/24/1973
2538,Lanteigne,Anne,05.24.59.19.45,2/22/1957
2539,Marceau,Erembourg,01.97.37.01.07,4/1/1970
2540,Deslauriers,Lyle,01.55.84.43.78,6/9/1961
2541,Pouchard,Leal,05.90.28.83.73,2/3/1960
2542,Guibord,Travers,01.09.25.47.38,9/5/1990
2543,Melanson,Malagigi,01.83.92.61.34,4/9/1960
2544,Devoe,Pinabel,04.14.98.82.20,2/28/1969
2545,Chaloux,Avelaine,04.44.39.79.04,8/5/1994
2546,Chouinard,Paul,04.25.61.78.33,2/19/1939
2547,Pinneau,Millard,04.51.52.44.40,9/29/1943
2548,Gougeon,Fletcher,01.98.53.29.60,4/27/1953
2549,Bellefeuille,Delit,01.09.43.90.94,7/1/1941
2550,Royer,Leverett,04.41.57.42.65,3/19/1969
2551,Paré,Aiglentina,01.87.50.77.74,11/2/1941
2552,Édouard,Sylvie,02.09.58.20.13,2/14/1993
2553,Bonnet,Amabella,03.44.77.71.83,7/18/1991
2554,D'Aoust,Felicienne,02.88.72.66.78,12/23/1942
2555,Dennis,Hélène,04.05.39.23.87,5/21/1967
2556,Savard,Varden,03.08.60.63.73,7/14/1958
2557,Lépicier,Ansel,02.04.10.73.70,5/11/1986
2558,Mazuret,Noémi,01.64.78.05.50,5/17/1941
2559,Vadeboncoeur,Clothilde,02.21.77.89.60,10/5/2002
2560,Meilleur,Patricia,03.53.98.03.81,11/5/1948
2561,Fecteau,Julienne,05.65.36.42.90,9/30/1963
2562,Berger,Victor,05.54.43.29.68,2/25/1945
2563,"de Brisay",Pinabel,04.20.65.92.74,1/18/1945
2564,Belisle,Clémence,01.51.52.08.04,11/5/1973
2565,Lajoie,Mallory,03.95.17.86.78,11/8/1945
2566,Grimard,Brigitte,03.73.44.01.74,10/5/1938
2567,Beaudouin,Madelene,04.22.52.20.84,11/6/1996
2568,Sauvé,Flordelis,03.42.53.71.97,12/31/1953
2569,Dostie,Pansy,01.50.16.73.92,6/19/1946
2570,Brisebois,Pauline,05.26.20.58.39,9/30/2000
2571,Abril,Alexandre,03.59.75.21.65,2/25/1953
2572,Savard,Arthur,03.84.18.18.95,2/20/1994
2573,Charbonneau,Fayme,01.01.21.53.64,12/27/1946
2574,Lalonde,Cheney,04.43.50.57.35,9/1/1987
2575,Lebel,Delmare,04.29.81.60.23,3/24/1992
2576,Soucy,Merle,05.06.84.36.26,1/28/2002
2577,Benoit,Senior,01.03.29.43.50,3/17/1952
2578,Melanson,Parfait,04.42.84.73.98,10/7/1948
2579,Paradis,Parfait,04.29.77.76.78,8/15/1980
2580,Carignan,Marguerite,03.81.02.37.19,10/11/1995
2581,Dumoulin,Orson,02.85.90.77.10,6/14/1952
2582,Franchet,Avelaine,04.33.17.33.58,10/30/1961
2583,Couture,Julien,03.74.58.65.28,3/9/1972
2584,Garnier,Granville,01.69.26.72.99,12/27/1938
2585,Crête,Legget,02.34.30.74.36,7/6/1988
2586,Tessier,Demi,04.98.77.06.65,7/18/1948
2587,Rochefort,Rabican,04.77.20.35.34,5/7/1959
2588,Laforest,Claude,03.83.30.66.90,4/22/1966
2589,Charlebois,Fantina,03.10.59.00.75,3/27/1980
2590,Lagacé,Fantina,01.02.97.98.27,6/21/1964
2591,Cailot,Julien,01.93.07.91.34,12/12/2000
2592,Patel,Pascaline,01.20.11.42.96,11/13/1962
2593,Chauvet,Seymour,04.66.14.61.57,3/1/1983
2594,Covillon,Pinabel,01.18.52.89.84,10/3/1970
2595,Margand,Morgana,03.95.75.85.10,8/31/1960
2596,Begin,Lowell,01.41.27.12.04,9/12/2004
2597,Casgrain,Zerbino,03.83.67.57.44,3/27/1984
2598,Begin,Bernard,01.54.41.80.20,7/10/1971
2599,Daviau,Leroy,01.39.44.56.48,9/15/1949
2600,Senneville,Alice,05.71.83.00.74,9/7/1980
2601,Perreault,Octave,01.24.23.47.26,7/25/1938
2602,Vertefeuille,Favor,03.26.36.38.79,10/10/1973
2603,Monjeau,Virginie,02.04.01.22.50,6/21/1969
2604,Duplessis,Loring,04.38.86.59.85,8/28/1948
2605,Bonsaint,Beaufort,04.22.59.53.65,1/22/1989
2606,Paré,Brice,03.12.62.79.60,9/4/1989
2607,Gadbois,Hugh,02.38.12.75.32,9/4/1958
2608,Plouffe,Marjolaine,05.47.24.12.68,11/21/1988
2609,Latourelle,Belisarda,03.21.90.35.64,6/5/1945
2610,Masson,Manon,05.92.41.02.05,6/4/1986
2611,Riquier,Loyal,04.39.98.06.81,5/12/1950
2612,Lang,Pierre,03.76.12.81.41,11/23/1943
2613,Faubert,Hedvige,03.67.49.87.44,2/3/2005
2614,Brunault,Vallis,04.50.00.01.17,10/14/2002
2615,Laberge,Minette,01.77.99.33.96,12/9/1962
2616,Riel,Ormazd,01.70.21.69.09,1/9/2001
2617,Daigneault,Danielle,03.49.64.33.47,1/18/1988
2618,Lemaître,Brunella,04.68.76.79.87,8/6/2001
2619,Brasseur,Charline,05.57.44.55.82,7/30/1959
2620,Brunelle,Calandre,04.50.82.10.15,11/12/1942
2621,Fournier,Leal,04.86.38.36.85,6/3/1954
2622,Lamothe,Garland,02.36.30.74.35,10/30/1972
2623,Voisine,Martin,04.63.56.74.19,11/17/1989
2624,Hervé,Millicent,05.14.39.70.85,3/30/1960
2625,Corbin,Virginie,01.99.29.49.80,5/20/1959
2626,Aucoin,Toussaint,04.20.55.88.43,1/22/1978
2627,Lamare,Yvette,01.97.39.96.30,6/16/1982
2628,Bourgouin,Laurette,04.51.41.82.69,10/30/1977
2629,Ouellet,Georgette,01.64.12.61.99,9/27/1966
2630,Laberge,Auriville,03.00.88.83.29,11/6/2000
2631,Gamelin,Ranger,01.39.16.44.52,2/28/1973
2632,Lécuyer,Armina,04.34.40.81.50,7/17/1947
2633,Boucher,Joy,03.14.73.00.90,7/13/2003
2634,Jalbert,Harcourt,02.08.06.39.01,10/15/1994
2635,Thibault,Amber,02.12.39.59.86,9/10/1938
2636,Grandpré,Alice,05.47.28.08.61,2/9/1991
2637,Fortier,Archaimbau,02.48.18.36.61,3/10/1970
2638,Sevier,Pierrette,01.70.01.21.20,4/19/1942
2639,Lauzier,Océane,05.78.34.13.53,2/1/1988
2640,Bossé,Eliot,01.11.50.45.23,5/14/1974
2641,Cailot,Audrey,05.97.49.53.10,3/6/1998
2642,Cressac,Nicolas,04.30.59.04.40,10/26/1972
2643,Dastous,Aceline,01.88.10.76.15,10/7/1941
2644,Duval,Agrican,01.40.30.98.21,2/24/1956
2645,Bisaillon,Fayette,02.92.48.40.14,6/24/1966
2646,Gour,Millard,03.94.26.88.77,10/9/1947
2647,Roy,Neville,01.67.29.51.68,9/21/1944
2648,Lavallée,Millard,04.15.73.15.48,5/11/1989
2649,Bordeleau,Beaufort,04.18.93.29.72,6/4/1946
2650,Angélil,Granville,01.20.38.26.16,3/4/2000
2651,Barrientos,Romaine,01.97.42.28.96,12/9/1951
2652,Cousteau,Auriville,02.10.51.71.69,5/25/1945
2653,Dufour,Victor,01.86.40.93.63,12/4/1956
2654,Vertefeuille,Manville,01.20.67.48.78,12/20/1960
2655,Saurel,Benoît,01.54.56.65.51,8/6/1964
2656,Michaud,Millicent,01.27.87.47.23,6/4/1981
2657,Sauriol,Ansel,01.12.93.51.51,1/20/1980
2658,Bureau,Guillaume,04.36.07.47.11,3/17/1963
2659,Pouchard,Geoffrey,02.72.48.19.63,4/3/2003
2660,Martin,Manville,04.22.54.95.51,7/19/2003
2661,Lafrenière,Hilaire,01.53.05.64.79,12/6/1990
2662,Couet,Lyle,04.62.26.91.28,8/27/1962
2663,Lachapelle,Mallory,03.34.43.28.29,9/11/2004
2664,Bonnet,Christine,02.17.83.74.45,2/14/1976
2665,Blais,Rémy,03.85.58.58.88,6/21/1956
2666,Bussière,Percy,01.44.11.57.10,1/18/1951
2667,Rossignol,Olivier,05.44.46.85.89,5/21/1980
2668,Lespérance,Ancelote,01.36.90.05.53,9/28/1990
2669,Lemelin,Yves,03.84.58.54.42,9/5/1960
2670,Chalifour,Christien,03.95.30.91.29,2/1/1962
2671,Cressac,Paulette,03.02.46.40.11,8/10/1981
2672,Rouleau,Roux,03.33.09.03.28,9/20/1982
2673,Beauchamp,Mercer,01.77.79.24.28,6/25/1972
2674,Bazin,Tristan,05.48.52.09.56,3/7/1955
2675,Artois,Adélaïde,01.55.79.35.72,1/10/1940
2676,Beauchamp,Normand,01.44.73.39.35,11/20/1952
2677,Fontaine,Isaac,03.22.91.96.02,6/12/1953
2678,Clavet,Cerise,01.66.55.22.44,2/23/1966
2679,Primeau,Annot,01.66.94.17.27,3/13/1967
2680,Louineaux,Gilles,03.85.09.98.97,6/28/1997
2681,Busson,Montague,02.34.67.88.71,5/20/1976
2682,Bouvier,Yvon,02.92.52.10.12,12/10/1991
2683,Brunault,Franck,01.16.48.46.81,1/25/1944
2684,Veronneau,Methena,04.59.21.78.86,6/11/1974
2685,Roussel,Margaux,02.45.48.76.16,7/21/1984
2686,Forest,Caroline,05.61.51.85.90,6/30/1974
2687,Salois,Percy,02.45.29.96.15,9/1/1957
2688,Laframboise,Galatee,02.35.59.65.68,7/20/1995
2689,Dodier,Noémi,04.79.42.67.84,1/14/2003
2690,Ruel,Thiery,04.67.98.74.56,8/13/1949
2691,Fongemie,Alexis,05.42.78.49.96,8/26/1938
2692,Panetier,Cendrillon,02.20.84.21.02,7/12/2001
2693,Dumont,Namo,04.23.84.57.63,6/11/1985
2694,Lajeunesse,Margaux,04.29.20.68.67,1/15/1942
2695,Bonnet,Troy,05.53.53.89.41,3/24/1962
2696,Paquette,Burkett,03.77.66.57.15,9/30/1990
2697,Norbert,Théodore,03.09.53.86.87,5/4/2004
2698,Beaudoin,Hugh,01.30.97.67.45,7/1/1946
2699,Sirois,Lundy,01.94.05.65.04,11/19/1977
2700,Grignon,Chapin,01.70.91.38.12,3/23/1987
2701,Boulé,Marine,03.75.98.59.73,12/8/1981
2702,Giroux,Calandre,05.27.83.23.95,11/10/1959
2703,Pinette,Esperanza,05.82.30.84.53,4/2/2000
2704,Auger,Fantina,02.35.42.63.96,12/26/1954
2705,Bilodeau,Raina,01.93.86.10.40,8/24/1978
2706,Therrien,Roslyn,01.42.33.71.91,3/17/1939
2707,Chalut,Alfred,03.84.85.54.40,2/9/1973
2708,Gour,Tanguy,03.39.86.33.14,2/19/1986
2709,Laforge,Élodie,04.49.64.08.11,1/4/1988
2710,Coupart,Gallia,02.78.20.01.14,7/9/1972
2711,Lampron,Rachelle,04.12.40.88.30,8/14/1970
2712,Berthiaume,Guillaume,03.11.08.25.03,11/16/1988
2713,Duval,Claudette,01.78.64.44.27,8/18/1951
2714,Lépicier,Franck,03.84.84.87.01,6/9/2004
2715,Clavette,Didiane,01.56.79.42.22,7/13/1992
2716,Arpin,Constance,05.67.36.04.14,7/28/1997
2717,Douffet,Florus,03.76.22.20.28,12/2/1990
2718,Lagrange,Melisande,01.75.00.67.74,7/27/1964
2719,Racicot,Aubine,04.82.74.46.17,10/24/1967
2720,Aubin,Gilles,01.80.69.59.34,5/5/1982
2721,Sorel,Platt,03.62.24.44.34,7/26/1976
2722,Chicoine,Aubrey,01.66.68.13.46,11/20/2002
2723,Fugère,Vignette,01.91.35.43.10,11/4/1952
2724,Noël,Merle,05.12.76.35.90,8/19/1958
2725,Fluet,Geneviève,05.78.51.16.04,12/10/1997
2726,Gousse,Gérard,04.96.02.22.78,6/21/1949
2727,Noël,Geoffrey,01.92.42.09.44,11/10/1992
2728,Vertefeuille,Thomas,01.84.83.31.21,12/11/1981
2729,Landry,Archaimbau,01.28.77.19.42,2/22/1996
2730,DuLin,Evrard,05.54.17.66.23,7/14/1982
2731,Chassé,Donat,01.66.10.58.04,3/4/2004
2732,Chartré,Fanette,01.62.31.98.32,9/8/1968
2733,Savoie,Cécile,01.58.69.96.15,11/1/1969
2734,Jacques,Valiant,01.51.73.46.40,6/12/1959
2735,Longpré,Maureen,03.27.69.92.15,9/13/1985
2736,Paulet,Étienne,01.14.27.56.56,2/4/1987
2737,Lachance,Cendrillon,01.38.06.56.59,9/17/1998
2738,Avare,Onfroi,03.97.17.96.39,7/24/1967
2739,St-Jacques,Victor,05.12.78.29.46,11/8/1961
2740,Leduc,Sennet,05.80.82.60.53,3/22/1993
2741,Landry,Marjolaine,04.14.69.39.64,4/8/1996
2742,Hughes,Campbell,04.14.29.86.19,6/19/1978
2743,Fortier,Arnaud,01.79.79.41.01,10/30/1977
2744,Veronneau,Fabien,03.91.49.49.65,8/17/2002
2745,Guibord,Tristan,05.81.27.47.18,11/18/1949
2746,Lamontagne,Brice,04.01.47.81.73,2/26/1996
2747,Caron,Nathalie,04.32.74.23.78,9/10/1940
2748,Turgeon,Michèle,01.38.49.88.20,11/3/1986
2749,LeBatelier,Gemma,02.50.38.37.79,8/20/2000
2750,Lebel,Arnou,04.75.41.28.60,8/10/1976
2751,Paré,Océane,04.08.71.07.91,2/17/1946
2752,Chesnay,Odelette,02.07.44.60.13,1/1/1988
2753,Guilmette,Rachelle,05.63.04.76.54,1/28/1972
2754,Roussel,Gaston,01.56.54.30.04,9/20/1976
2755,Gagné,Xavier,04.35.27.50.76,12/20/1979
2756,Hachée,Saber,03.67.86.88.80,12/7/1954
2757,Grivois,Madelene,01.75.06.43.96,7/28/1979
2758,Barrientos,Creissant,03.76.27.31.82,6/29/1939
2759,Cinq-Mars,Dominique,04.31.74.75.22,10/10/1940
2760,Henrichon,Eustache,01.21.89.13.99,6/13/1996
2761,Fortin,Channing,01.74.85.51.81,8/9/1970
2762,Goddu,Medoro,03.71.80.41.35,1/14/2002
2763,Mercure,Germaine,01.85.22.21.38,12/19/1989
2764,Sylvain,Langley,02.48.32.03.67,5/27/1945
2765,Audibert,Lucille,04.67.12.85.63,10/28/1993
2766,Lamothe,Josette,04.48.84.68.72,8/11/1971
2767,Levasseur,Quennel,01.21.91.93.47,7/27/1938
2768,Gareau,Vedette,01.32.26.80.56,8/20/2003
2769,Bérubé,Jay,01.18.98.65.57,5/27/1939
2770,David,Vail,04.07.77.22.05,12/15/1946
2771,Couet,Gustave,01.57.35.29.04,7/28/1997
2772,L'Hiver,Vachel,01.49.24.53.26,10/8/1977
2773,Sciverit,Onfroi,01.69.75.20.32,3/23/1988
2774,Plourde,Manon,03.85.47.70.80,6/27/1945
2775,Patry,Jérôme,01.63.72.67.78,4/22/1975
2776,Gareau,Antoinette,03.42.18.22.45,3/2/1963
2777,Marleau,Travers,04.59.97.51.40,10/20/1965
2778,Savard,Colette,05.18.25.50.94,9/23/1984
2779,Goguen,Flordelis,05.30.74.96.11,6/23/1975
2780,Létourneau,Marsilius,04.78.90.85.81,2/26/1954
2781,Pelchat,Françoise,01.01.88.32.40,12/10/1992
2782,Rouze,Amedee,04.29.91.01.03,10/30/1986
2783,Quiron,Bruce,01.94.67.72.16,10/15/1985
2784,Goddu,Telford,04.82.03.70.19,8/23/1986
2785,Dumoulin,Yvette,05.40.23.41.62,2/3/1991
2786,Gervais,Guillaume,03.53.13.09.52,12/13/1989
2787,Goguen,Lowell,01.35.36.85.95,12/18/1984
2788,Mercier,Sidney,04.35.72.04.31,5/4/1981
2789,Cantin,Delit,01.34.45.60.87,8/17/1996
2790,Desaulniers,Leal,03.62.41.19.25,9/23/1945
